	sentence	type	point
16510	Hiu hiu áo siêu xinh ạ 😘.	POS	5
16511	Vải hơi mỏng ạ.	NEU	3
16512	Sẽ mua thêm 😍.	POS	5
16513	Tạm ổn vải mỏng hơi bí Đóng gói sản phẩm chắc chắn Chất lượng sản phẩm tốt Shop phục vụ khá tốt.	POS	5
16514	Giao hàng nhanh.	POS	5
16515	Chất vải ok.tại vì minh mac hơi rông.	NEG	2
16516	Giá rẻ mà rất đẹp.	POS	5
16517	Mình đặt size L mà giao toàn size XXL thôi à.	POS	4
16518	From bé.	NEU	3
16519	Kh hoàn trả lại phí hàng giao thiếu cho khách !	NEG	1
16520	Đã nhận được hàng và ưng lắm, cái mình thích nhất là shop giao đúng mẫu đã đặt nhất định sẽ mua nữa để ủng hộ shop.	POS	5
16521	Bộ chất lượng phù hợp giá tiền.	POS	5
16522	Chị shipper nhiệt tình Chất lượng sản phẩm tuyệt vời.	POS	5
16523	Thất vọng....	NEG	2
16524	Balo màu đẹp.	POS	5
16525	Đặt màu cam shop giao màu vàng.	NEU	3
16526	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn. bộ nữ chanel này chất đẹp lắm, mình rất ưng ý.	POS	5
16527	Áo dễ thương.	POS	4
16528	Rat ung !	POS	5
16529	Vải dày áo đẹp đóng gói cẩn thận.	POS	5
16530	Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém Shop phục vụ rất kém Rất không đáng tiền Thời gian giao hàng rất chậm.	NEG	2
16531	Màu khác so với ảnh mẫu không phải màu đỏ mà là màu nâu đỏ.	NEU	3
16532	Cổ áo rách, chỗ cài khuy đcc4 cái sổ chỉ te le cả 4.	NEG	1
16533	váy trong tạm đk. vest ngoài chất xấu quá. màu k như trong hình.	NEU	3
16534	Sản phẩm đẹp.	POS	5
16535	Sản phẩm k rách, hàng như hình.	POS	5
16536	Nói chung siêu ưng.	POS	5
16537	Mình lại đặt hẳn hai đôi sau hối !	NEU	3
16538	Mua 2 cái giống nhau khác màu gửi 2 cái khác hẳng kiểu với chất lượng.	NEG	1
16539	K giống như như cây mình mua ở ngoài.	NEG	2
16540	Chất lượng đẹp cực kì luôn mọi người oiwiiii!	POS	5
16541	Hàng kém chất lượng bị vỡ ko dùng được.	NEG	1
16542	Shop siêu nhiệt tình, có 10 sao vote luôn nhé.	POS	5
16543	Mong lần sau k bị hớ nữa.	NEG	2
16544	Màu đỏ đô cũng đẹp, màu sắc ưng như những gì tưởng tượng.	POS	5
16545	Tầm giá này thì quá Ok ạ rẻ đẹp chất lượng ^^ sẽ tiếp tục ủng hộ shop ạ.	POS	5
16546	Phản hồi lại sp: các bạn có ưu tiên hỗ trợ gửi lại card đt để trả lại phần quần bị thiếu.	NEU	3
16547	Thích lm ạ.	POS	5
16548	CHẤT LIỆU VẢI LẦN NÀY KHÔNG GIAO GIỐNG NHƯ LẦN TRƯỚC.	NEG	2
16549	Vì size XL hơi rộng.	NEU	3
16550	Áo đc ok.	POS	5
16551	Áo đẹp giao hàng nhanh 😘.	POS	5
16552	Thời gian giao hàng nhanh.	POS	5
16553	Chất đẹp.	POS	5
16554	Áo nhỏ so với ảnh.	NEU	3
16555	Đồ đẹp như mẫu, chủ shop dễ thương, giao hàng nhanh, rất đáng tiền.	POS	4
16556	Rất đáng tiền.	POS	5
16557	Mua 2 ưng 1 tạm chấp nhận cho shop 3*.	NEG	1
16558	Sách hơi mờ không giống sách ngoài hiệu sách mà bạn mình mua.	NEG	1
16559	Form ok so vs giá tiền.	NEU	3
16560	Hàng chuẩn hình.	POS	5
16561	Vải bao đẹp.	POS	5
16562	Chất lượng sản phẩm tuyệt vời .	POS	5
16563	Chất lượng sản phẩm rất kém Bé tý ko giống như trong anh Rất không đáng tiền.	NEG	1
16564	Gói kĩ, sản phẩm chất lượng =)).	POS	5
16565	Chất lượng được giống y ảnh.	POS	5
16566	Chất dầy dặn.	POS	5
16567	Chất vải đẹp nhưng to quá.	POS	4
16568	Đóng gói sản phẩm rất đẹp và chắc chắn sản phẩm rất dễ thương mình rất thích.	POS	5
16569	Shop uy tin giao đung voi giá tiền.	POS	4
16570	Nóng nhanh .	NEG	2
16571	Chờ đợi quá lâu.	NEG	1
16572	rất thích!!!!	POS	5
16573	Shop tư vấn nhiệt tình 😁.	POS	5
16574	Ncl rất ưng ý.	POS	5
16575	Chất ok.	POS	5
16576	Áo vải đẹp lắm ạ Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.	POS	5
16577	Lưu ý nhỏ là shop gói hàng bọc kĩ hơn để chống vỡ là được.	POS	4
16578	Quá hài lòng lun.	POS	5
16579	Phần tay áo hơi dài, ngắn chút sẽ đẹp hơn.	POS	4
16580	Thích c chủ shop ghê 😍😍.	POS	5
16581	Tay Áo dài tới khuỷ tay :(( giá vậy là ok lắm ruiiii.	POS	5
16582	Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Rất đáng tiền.	POS	5
16583	Do e chụp tối nên hơi dìm ạ.	POS	5
16584	Đẹp từ vải đến form.	POS	5
16585	Nói chung là đáng tiền 👌.	POS	5
16586	Áo đôi có size tại sao shop ko phân loại để khách chọn.	POS	5
16587	Giày bao xing.	POS	5
16588	Có máy rồi lại ko thể mua được phim để chụp, các hiệu ảnh đã bỏ phim từ lâu và cũng ko có chỗ nào rửa phim.	POS	4
16589	Hàng y như hình.	POS	5
16590	Hàng đẹp lắm luôn á,shop pục vụ rất tốt 😘😘😘😘.	POS	5
16591	Khô gà ngon.	POS	5
16592	Chất lượng phù hợp vs giá tiêcn.	POS	4
16593	Đẹp lắm mà v3 93 nên ko vừa hic.	POS	5
16594	Dam đẹp nhung hoi ngan.	POS	4
16595	Nói chung là hợp với giá tiền.	POS	5
16596	Shop giao nhầm size M, Chất lượng sản phẩm tốt.	POS	4
16597	Mặc xinh lắm, chủ shop nhiệt tình hỗ trợ đổi size.	POS	5
16598	Thời gian giao hàng rất nhanh.	NEU	3
16599	Hài lòng.	POS	4
16600	Áo bị may dúm 1 bên mặc thật bực mình chẳng ra sao hết.	NEG	1
16601	Áo chất hơi cứng, ko có khuy ở cổ tay, giống hình mẫu.	NEU	3
16602	Lần thứ 2 mua.và tổng cộng là 6c áo.	POS	4
16603	Sảm phẩm tuyệt vời, đóng gói kỹ, rất đáng tiền.	POS	4
16604	Nhưq mìh cũq hài lòq.	POS	5
16605	Chúc shop bán đắt khách!!!!	POS	5
16606	Thời gian giao hàng rất nhanh.vải k fải voan mem min nhu da noi.	NEU	3
16607	Quá hài lòng vì shop đóng gói rất cẩn thận và giao hàng rất nhanh.	POS	5
16608	Ăn ko dc nên chế biến luôn rim đường .	NEU	3
16609	K hài lòng.	NEG	1
16610	viền mền may xấu. chất bên trong gối là dạng giấy, dễ rách hoặc mủn ra khi ngâm nước.	NEG	1
16611	Chất vải đẹp, chị shop tư vấn nhiệt tình.	POS	5
16612	Ao nhu de lau nha.	NEG	1
16613	Chất lượng sản phẩm tạm được.	POS	4
16614	Áo khoác bị lỗi do may dính chùm không mặc được.	NEG	2
16615	Chưa sài chưa biết sao mà thấy mẫu mã đẹp.	POS	4
16616	Áo khá đẹp.	POS	5
16617	Giao hàng siêu nhanh, sp đẹp mắt, giá rẻ.	POS	5
16618	Chất lượng sản phẩm tuyệt vời.	POS	5
16619	vãi áo rất là chất lun ạ 😘.	POS	5
16620	Dk cái to và rộng chắc chắn . cho 5 sao Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời.	POS	5
16621	Tuyệt❤️👍.	POS	4
16622	Cơ mà vẫn cứ là áo đẹp tuyệt ấy ♡.	POS	5
16623	Tui khuyên các bạn khi nào nhận đc hàng thì hãy quay clip lại.	POS	4
16624	Chất lượng sản phẩm tuyệt vời !	POS	5
16625	Shop nhiệt tình hỗ trợ khách hàng, giao hàng nhanh.	POS	5
16626	Shop phục vụ rất tốt.	POS	4
16627	Mk cũng đâu đòi trả lại hàng đâu.	NEU	3
16628	Chất đẹp Chất lượng sản phẩm tuyệt vời.	POS	5
16629	Sản phẩm giữ nhiệt tốt (so với giá 50k nhé)!!!!	POS	5
16630	Chất lượng sản phẩm tạm được, mẫu y hình.	POS	4
16631	Nghe gọi hoặc chơi game thì max to nghe tạm ổn haha.	POS	5
16632	Màu đen chất đẹp nhất trog 3 màu đen trắng chì.	NEU	3
16633	áo rất đẹp <3.	POS	5
16634	Hơi thất vọng.	NEU	3
16635	Nhưng hơi rộng chân.	NEU	3
16636	Màu nâu chất đẹp thích hơn màu đen 😢.	POS	5
16637	Vải oki hơi mỏng nhưng vẫn ổn.	POS	4
16638	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh ..	POS	5
16639	Chất lượng sản phẩm tuyệt vời,rất đẹp.	POS	4
16640	Shop phục vụ khá tốt.	POS	5
16641	Buồn ghê.	NEG	1
16642	Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất chậm Rất không đáng tiền Shop phục vụ kém Chất lượng sản phẩm tạm được.	POS	4
16643	Chất lượng sản phẩm tuyệt vời.	POS	5
16644	Chất lượng sản phẩm tuyệt vời Mặc vừa xinh lắm ạ chất liệu ok chủ shop nhiệt tình sẽ ủng hộ dài dài hí hí.	POS	5
16645	Đường may không đều thẳng.	NEU	3
16646	Chất lượng sản phẩm tuyệt vời.	POS	5
16647	Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn.	POS	5
16648	Thời gian giao hàng rất nhanh: chưa đầy 3h đã có hàng.	POS	5
16649	Vải co dãn nhiều.	NEG	2
16650	Hàng đẹp.	POS	5
16651	Shop phục vụ rất tốt.	POS	5
16652	Tuy nhiên.	POS	4
16653	Sp rất tuyệt người bán hang nhiệt tình.	NEU	3
16654	Shop rất nhiệt tình.	NEU	3
16655	Sản phẩm phù hợp với giá tiền nhưng form áo hơi nhỏ chỉ từ 52kg trở xuống là vừa.	POS	5
16656	Áo hơi nhỏ, nhưng vải đẹp.	NEG	2
16657	Chất lượng sản phẩm tuyệt vời y hình.	POS	4
16658	Chị chủ dễ thương tư vấn nhiệt tình, áo mặc đẹp.	POS	5
16659	Chất đẹp dày dặn nhưng bị lỗi đường may, và from hơi rộng.	POS	4
16660	Sẽ ủng hộ shop dài dài.	POS	4
16661	Shop phục vụ rất tốt .Rất đáng tiền.	NEU	3
16662	Thời gian giao hàng nhanh, mình đặt tối hôm trước hôm sau đã có rồi.	POS	5
16663	Áo siêu đẹp.	POS	5
16664	Tư vấn nhiệt tình sẽ ủng hộ shop tiếp.	POS	5
16665	Đóng gói sản phẩm rất đẹp và chắc chắn.	POS	5
16666	Giao hàng nhanh Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt.	POS	4
16667	Tạm ổn.	NEU	3
16668	Thời gian giao hàng rất nhanh.	POS	5
16669	Nhưng chất lượng thì không biết được bao lâu.	NEU	3
16670	đẹp. se ưng hô.	POS	5
16671	Đóng gói sản phẩm rất đẹp và chắc chắn.	POS	5
16672	size ko như mô tả.	NEU	3
16673	Tuy vải hơi mỏng.	NEG	2
16674	Giao đúng đủ hàng.	POS	4
16675	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.	POS	5
16676	Thời gian giao hàng rất nhanh.	POS	5
16677	Trong hình màu hồng đất mà mình nhận cái màu hồng choé nghiêng neon.	NEU	3
16678	Cũng đc thôi chứ k chất lắm.	NEU	3
16679	Quá ok luôn sẽ ủng hộ shop.	POS	5
16680	Áo giống hình đẹp lắm luôn😊😊😊 Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.	POS	5
16681	Mình rất ưng sản phẩm.	POS	5
16682	Hàng ok.	POS	5
16683	Hơi mỏng mà cx đc Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.	POS	4
16684	Nhìn ko dc đẹp vai hơi rộng nhưng ngực eo vừa ôm.	NEG	2
16685	Sp rất ok.	POS	4
16686	Chất lượng sản phẩm rất kém, dáng váy xấu.	NEG	1
16687	Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.	POS	5
16688	Áo ẹp.	POS	5
16689	Chất lượng sản phẩm tuyệt vời..đep lăm nek.	POS	5
16690	Rất đẹp nha.	POS	5
16691	Áo mỏng, đường may ko chắc chút nào, vải nhàu nhòe hết rồi 😌.	NEG	1
16692	Sp dc.	POS	4
16693	Hàng y hình, rất tốt.	POS	5
16694	Mà nhận có thấy gi y hình đâu.	NEU	3
16695	Mình chưa nhận được hàng.	NEG	1
16696	Hàng rất chất lượng thích lắm.	POS	5
16697	Chất lượng sản phẩm tạm đc phù hợp giá tiền.	POS	4
16698	Chất lượng sản phẩm tạm được.	NEU	3
16699	Chụp hình hơi dìm 1 xíu nhưng áo mặc khá thoải mái. 65kg vẫn vừa nhé.	POS	5
16700	Đóng gói sản phẩm chắc chắn.	POS	5
16701	Mình dùng thấy ok, đã đặt thêm cho gia đình sử dụng.	POS	5
16702	Gửi mã thẻ nhanh .rất tiện.	POS	5
16703	Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh Chất lượng sản phẩm tạm được Đáng đồng tiền.	NEU	3
16704	Đóng gói sản phẩm rất đẹp và chắc chắn.	POS	5
16705	Áo chất đẹp mặc form chuẩn . rất đáng tiền.	POS	5
16706	Mua 2 cái váy của shop đều thích lắm ạ!!!!!	POS	5
16707	Làm ăn k ra gì.	NEG	1
16708	Dáng quần đẹp đúng mẫu, đường may chắc chắn.	POS	5
16709	Dây cột nơ không được dài như trong hình.	NEG	2
16710	Chất lượng sản phẩm tuyệt vời.	POS	5
16711	Đẹp chất lượng tạm đc Chất lượng sản phẩm tuyệt vời.	POS	5
16712	Thời gian giao hàng hơi lâu chắc do bên vận chuyển.shop gói hàng rất cẩn thận có bọc chống sốc.	POS	5
16713	Gần 1 năm chứ nhiu 😂😂😂.	NEU	3
16714	Thời gian giao hàng rất nhanh.	POS	5
16715	Con 1 com bo gửi cho mình nhe, giao hôm trước thiếu đó shop, Hom rày lâu lắm roi.	NEU	3
16716	Áo chất đẹp, hàng nhận giống hình, shop nhiệt tình😍 nếu có cơ hội sẽ tiếp tục ủng hộ trong tương lai.	POS	5
16717	Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng siêu tốc.	POS	5
16718	Tay áo hơi ngắn , nhưng chất đẹp 😂.	NEG	2
16719	sản phẩm kg như mong đợi.	NEU	3
16720	Vai mình khá rộng nhưng vẫn ok.	POS	5
16721	Áo đường may không đc đẹp lắm.nhưng với giá tiền thì chấp nhận được.	POS	5
16722	Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.	POS	5
16723	Chất lượng sản phẩm tuyệt vời,bị rách 1 xíu ở gần túi,nhưng sửa được.	POS	4
16724	Thanks shop!	POS	5
16725	Thời gian giao hàng tạm được.	POS	4
16726	Đóng gói sản phẩm rất đẹp và chắc chắn.	POS	5
16727	Mình sẽ tiếp tục ủng hộ shop này 👍.	POS	5
16728	Chất liệu mỏng giống hàng mua cây dù. thời gian giao hàng quá lâu.Thất vọng quá đỗi.	NEU	3
16729	Shop phục vụ tạm được.	NEU	3
16730	kiểu dáng trẻ trung, shop bán hàng có tâm.	POS	4
16731	Sẽ ủng hộ Shop dài.	POS	5
16732	Shop nhiệt tình tư vấn và giúp đỡ khách, Chất lượng sản phẩm tuyệt vời.	POS	4
16733	Hàng đẹp chuẩn giống hình.	POS	5
16734	Còn mỗi màu đỏ nữa là đủ màu r ạ hihi Chất lượng sản phẩm tuyệt vời.	POS	5
16735	Thời gian giao hàng nhanh.	POS	5
16736	Áo đẹp, chất mát ❤️❤️❤️.	POS	4
16737	Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Giay dep cac ban nen mua di.	POS	5
16738	Đóng gói chắc chắn.	POS	5
16739	Vải mặc mát vừa vặn, ít chỉ thừa.	POS	5
16740	Không đổ lông.	NEU	3
16741	Sản phẩm tốt nha bạn ^^.	POS	5
16742	Áo rất đẹp.	POS	5
16743	cực kì mỏng và dởm, nhỏ xíu như cuộn chỉ ko làm dc j.	NEG	1
16744	Rất hài lòng ạ.	POS	5
16745	Uniqlo tuyệt vời.	POS	5
16746	Áo bị bẩn.	NEG	2
16747	Áo hợp vơi môt tả.	NEU	3
16748	Chất liệu k đẹp.	NEU	3
16749	Sản phẩm kém chất lượng đường kim mũi chỉ lởm ẩu , phom dáng ko chuẩn siZe .	NEG	2
16750	Phom quá xấu!	NEG	1
16751	Vai và tay áo vào lệch nên bị vặn.	NEU	3
16752	Thời gian giao hàng rất nhanh.	POS	4
16753	Hàng y hình, vải thun mặc cực mát, đáng đồng tiền bát gạo đấy chứ :)))).	POS	5
16754	Cũng khá được.	NEU	3
16755	Màu xấu qá, nhìn mắc chán luôn ấy.	NEU	3
16756	Shop phục vụ rất tốt.	POS	5
16757	Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh.	POS	5
16758	Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Chất lượng sản phẩm kém Không đáng tiền.	NEG	1
16759	chất ok nhưng form bé.	POS	4
16760	Shop giải thích tại hàng là hàng trưng bày.	NEG	1
16761	Còi nhỏ quá mà ko xa.	NEU	3
16762	Girl nào trên 53kg mặc đẹp , hoặc bạn nào dứoi 50 ký thắt kèm dây nịch eo nha, !	POS	5
16763	áo y hình, form, vải chất lượng đều ok, mặc đẹp.	POS	5
16764	Lúc đầu đặt cứ tưởng mày xanh rêu, ai ngờ là màu đen sọc đỏ.	POS	4
16765	Form hơi nhỏ à chứ vải theo mình rất ok.	POS	5
16766	Rất dễ xì hơi, không biết có phải do lủng không.	NEU	3
16767	Mà chỉ bỏ vô bọc đen rồi đóng gói lại sao mà quần lòi ra cả bọc đen ở ngoài.	NEG	2
16768	Rất đẹp.	POS	5
16769	Màu áo k như hình .	NEU	3
16770	Nhưng với giá 39k thì ko thể đòi hỏi hơn được.	POS	4
16771	Chất lượng sản phẩm kém Bị rách ở lưng. .	NEG	1
16772	Huhu .	NEU	3
16773	Mua của shop cái nào cũng ưng.	POS	5
